heading,word1UI,word1,word2UI,word2
,D003958,diamida,D011838,radiossensibilizantes
,D003975,diazepam,D000927,anticonvulsivantes
,D003975,diazepam,D000932,antieméticos
,D003975,diazepam,D014151,ansiolíticos
,D003976,diazinon,D007306,inseticidas
,D003981,diazóxido,D000959,anti-hipertensivos
,D003981,diazóxido,D014665,vasodilatadores
,D003982,dibecacina,D000900,antibacterianos
,D003983,dibenzilcloretamina,D013565,simpatolíticos
,D003993,dibutilftalato,D010968,plastificantes
,D003996,dicamba,D006540,herbicidas
,D004003,diclorofeno,D000923,anticestoides
,D004003,diclorofeno,D000935,antifúngicos
,D004003,diclorofeno,D000981,antiprotozoários
,D004006,diclorvós,D000871,anti-helmínticos
,D004006,diclorvós,D007306,inseticidas
,D004009,dicloxacilina,D000900,antibacterianos
,D004010,dicofol,D007306,inseticidas
,D004025,diciclomina,D010276,parassimpatolíticos
,D004049,dietilcarbamazina,D005369,filaricidas
,D004050,ditiocarb,D000998,antivirais
,D004050,ditiocarb,D002614,quelantes
,D004051,dietilexilftalato,D010968,plastificantes
,D004052,dietilnitrosamina,D000477,alquilantes
,D004054,dietilestilbestrol,D002273,carcinógenos
,D004060,diflucortolona,D000893,anti-inflamatórios
,D004060,diflucortolona,D005938,glucocorticoides
,D004074,digitoxina,D000889,antiarrítmicos
,D004074,digitoxina,D002316,cardiotônicos
,D004077,digoxina,D000889,antiarrítmicos
,D004077,digoxina,D002316,cardiotônicos
,D004078,di-hidralazina,D000959,anti-hipertensivos
,D004082,di-hidroalprenolol,D000889,antiarrítmicos
,D004082,di-hidroalprenolol,D000959,anti-hipertensivos
,D004082,di-hidroalprenolol,D013565,simpatolíticos
,D004087,di-hidroergotamina,D014662,vasoconstritores
,D004090,di-hidromorfina,D009294,entorpecentes
,D004091,hidromorfona,D009294,entorpecentes
,D004092,20-alfa-di-hidroprogesterona,D011372,progestinas
,D004097,di-hidrotaquisterol,D014815,vitaminas
,D004100,di-hidroxicolecalciferóis,D014815,vitaminas
,D004103,iodoquinol,D000563,amebicidas
,D004109,dilazep,D014665,vasodilatadores
,D004110,crd-401,D000959,anti-hipertensivos
,D004110,crd-401,D014665,vasodilatadores
,D004111,dimenidrinato,D000932,antieméticos
,D004112,dimercaprol,D002614,quelantes
,D004113,succímero,D000931,antídotos
,D004113,succímero,D002614,quelantes
,D004114,dimetadiona,D000927,anticonvulsivantes
,D004115,dimetideno,D000982,antipruriginosos
,D004115,dimetideno,D018926,antialérgicos
,D004117,dimetoato,D007306,inseticidas
,D004124,p-dimetilaminoazobenzeno,D002273,carcinógenos
,D004124,p-dimetilaminoazobenzeno,D004396,corantes
,D004127,dimetilidrazinas,D002273,carcinógenos
,D004130,"n,n-dimetiltriptamina",D006213,alucinógenos
,D004131,dimetridazol,D000981,antiprotozoários
,D004133,diminazena,D014344,tripanossomicidas
,D004135,dinitolmida,D003049,coccidiostáticos
,D004137,dinitroclorobenzeno,D007509,irritantes
,D004140,dinitrofenóis,D014475,desacopladores
,D004155,difenidramina,D000932,antieméticos
,D004155,difenidramina,D018926,antialérgicos
,D004157,difenoxilato,D000930,antidiarreicos
,D004176,dipiridamol,D014665,vasodilatadores
,D004177,dipirona,D058633,antipiréticos
,D004178,diquat,D006540,herbicidas
,D004206,disopiramida,D000889,antiarrítmicos
,D004214,distamicinas,D000900,antibacterianos
,D004222,dissulfóton,D007306,inseticidas
,D004225,ditiazanina,D000969,antinematódeos
,D004230,ditizona,D002614,quelantes
,D004237,diurona,D006540,herbicidas
,D004280,dobutamina,D002316,cardiotônicos
,D004280,dobutamina,D013566,simpatomiméticos
,D004290,"2,5-dimetoxi-4-metilanfetamina",D006213,alucinógenos
,D004294,domperidona,D000932,antieméticos
,D004295,di-hidroxifenilalanina,D015259,dopaminérgicos
,D004298,dopamina,D002316,cardiotônicos
,D004298,dopamina,D013566,simpatomiméticos
,D004298,dopamina,D015259,dopaminérgicos
,D004318,doxiciclina,D000900,antibacterianos
,D004318,doxiciclina,D000962,antimaláricos
,D004319,doxilamina,D000932,antieméticos
,D004329,droperidol,D000932,antieméticos
,D004329,droperidol,D014150,antipsicóticos
,D004390,clorpirifos,D007306,inseticidas
,D004394,didrogesterona,D011372,progestinas
,D004397,fonofos,D007306,inseticidas
,D004399,dinorfinas,D018377,neurotransmissores
,D004400,difilina,D001993,broncodilatadores
,D004400,difilina,D014665,vasodilatadores
,D004448,equinomicina,D000900,antibacterianos
,D004464,econazol,D000935,antifúngicos
,D004486,edeína,D000900,antibacterianos
,D004491,edrofônio,D000931,antídotos
,D004600,eledoisina,D018377,neurotransmissores
,D004611,elipticinas,D007166,imunossupressores
,D004629,emeprônio,D010276,parassimpatolíticos
,D004640,emetina,D000563,amebicidas
,D004640,emetina,D000969,antinematódeos
,D004640,emetina,D002400,catárticos
,D004640,emetina,D004639,eméticos
,D004642,emodina,D002400,catárticos
,D004656,enalapril,D000959,anti-hipertensivos
,D004723,endorfinas,D018377,neurotransmissores
,D004726,endossulfano,D007306,inseticidas
,D004732,endrin,D007306,inseticidas
,D004745,encefalinas,D018377,neurotransmissores
,D004758,enterobactina,D017262,sideróforos
,D004776,enviomicina,D000900,antibacterianos
,D004809,efedrina,D013566,simpatomiméticos
,D004809,efedrina,D014662,vasoconstritores
,D004809,efedrina,D018663,adrenérgicos
,D004836,epimestrol,D004967,estrogênios
,D004837,epinefrina,D001993,broncodilatadores
,D004837,epinefrina,D009184,midriáticos
,D004837,epinefrina,D013566,simpatomiméticos
,D004837,epinefrina,D014662,vasoconstritores
,D004874,ergonovina,D010120,ocitócicos
,D004875,ergosterol,D000072664,provitaminas
,D004878,ergotamina,D010120,ocitócicos
,D004878,ergotamina,D014662,vasoconstritores
,D004880,ergotioneína,D000975,antioxidantes
,D004896,eritritol,D014665,vasodilatadores
,D004917,eritromicina,D000900,antibacterianos
,D004949,estazolam,D000927,anticonvulsivantes
,D004949,estazolam,D014151,ansiolíticos
,D004958,estradiol,D004967,estrogênios
,D004970,estrona,D004967,estrogênios
,D004974,etazolato,D014150,antipsicóticos
,D004977,etambutol,D000995,antituberculosos
,D004979,etamsilato,D006490,hemostáticos
,D004986,éter,D012997,solventes
,D004996,etídio,D014344,tripanossomicidas
,D004997,etinilestradiol,D004967,estrogênios
,D005000,etionamida,D000995,antituberculosos
,D005001,etionina,D000963,antimetabólitos
,D005011,etopabato,D003049,coccidiostáticos
,D005013,etossuximida,D000927,anticonvulsivantes
,D005016,etoxzolamida,D004232,diuréticos
,D005032,etilestrenol,D045930,anabolizantes
,D005036,etilmorfina,D000996,antitussígenos
,D005036,etilmorfina,D009294,entorpecentes
,D005038,etilnitrosoureia,D000477,alquilantes
,D005039,etilefrina,D002316,cardiotônicos
,D005039,etilefrina,D013566,simpatomiméticos
,D005039,etilefrina,D014662,vasoconstritores
,D005042,etimizol,D018697,nootrópicos
,D005048,etorfina,D009294,entorpecentes
,D005050,etretinato,D007641,ceratolíticos
,D005054,eugenol,D000890,anti-infecciosos
,D005054,eugenol,D012997,solventes
,D005083,dermolisinas,D003885,dermotoxinas
,D005259,felipressina,D014662,vasoconstritores
,D005273,fenbendazol,D000969,antinematódeos
,D005277,fenfluramina,D018490,serotoninérgicos
,D005278,fenitrotion,D007306,inseticidas
,D005280,fenoterol,D001993,broncodilatadores
,D005280,fenoterol,D013566,simpatomiméticos
,D005280,fenoterol,D015149,tocolíticos
,D005283,fentanila,D009294,entorpecentes
,D005284,fention,D007306,inseticidas
,D005341,fibrinolisina,D005343,fibrinolíticos
,D005363,ficusina,D000871,anti-helmínticos
,D005372,filipina,D000900,antibacterianos
,D005372,filipina,D000935,antifúngicos
,D005372,filipina,D000998,antivirais
,D005422,flavoxato,D010276,parassimpatolíticos
,D005424,flecainida,D000889,antiarrítmicos
,D005436,floxacilina,D000900,antibacterianos
,D005437,flucitosina,D000935,antifúngicos
,D005437,flucitosina,D000963,antimetabólitos
,D005438,fludrocortisona,D000893,anti-inflamatórios
,D005442,flumazenil,D000931,antídotos
,D005443,flumetasona,D000893,anti-inflamatórios
,D005443,flumetasona,D005938,glucocorticoides
,D005444,flunarizina,D000927,anticonvulsivantes
,D005444,flunarizina,D014665,vasodilatadores
,D005445,flunitrazepam,D014151,ansiolíticos
,D005447,fluocinonida,D000893,anti-inflamatórios
,D005447,fluocinonida,D005938,glucocorticoides
,D005447,fluocinonida,D018926,antialérgicos
,D005448,fluocortolona,D000893,anti-inflamatórios
,D005448,fluocortolona,D005938,glucocorticoides
,D005459,fluoretos,D002327,cariostáticos
,D005469,fluormetolona,D000893,anti-inflamatórios
,D005469,fluormetolona,D005938,glucocorticoides
,D005469,fluormetolona,D018926,antialérgicos
,D005472,fluoruracila,D000963,antimetabólitos
,D005472,fluoruracila,D007166,imunossupressores
,D005474,fluoximesterona,D045930,anabolizantes
,D005475,flupentixol,D014150,antipsicóticos
,D005476,flufenazina,D014150,antipsicóticos
,D005477,fluprednisolona,D000893,anti-inflamatórios
,D005477,fluprednisolona,D005938,glucocorticoides
,D005478,flurandrenolona,D000893,anti-inflamatórios
,D005478,flurandrenolona,D005938,glucocorticoides
,D005479,flurazepam,D014151,ansiolíticos
,D005480,flurbiprofeno,D000700,analgésicos
,D005481,flurotila,D003292,convulsivantes
,D005484,fluspirileno,D014150,antipsicóticos
,D005557,formaldeído,D004202,desinfetantes
,D005557,formaldeído,D005404,fixadores
,D005576,colforsina,D001993,broncodilatadores
,D005576,colforsina,D002316,cardiotônicos
,D005576,colforsina,D014665,vasodilatadores
,D005578,fosfomicina,D000900,antibacterianos
,D005601,framicetina,D000900,antibacterianos
,D005632,frutose,D013549,edulcorantes
,D005664,furazolidona,D000994,antitricômonas
,D005665,furosemida,D004232,diuréticos
,D005668,furilfuramida,D009153,mutagênicos
,D005702,galantamina,D010277,parassimpatomiméticos
,D005702,galantamina,D018697,nootrópicos
,D005755,gastrinas,D006728,hormônios
,D005778,gefarnato,D000897,antiulcerosos
,D005839,gentamicinas,D000900,antibacterianos
,D005867,gestrinone,D011372,progestinas
,D005905,glibureto,D007004,hipoglicemiantes
,D005907,gliclazida,D007004,hipoglicemiantes
,D005912,gliotoxina,D007166,imunossupressores
,D005913,glipizida,D007004,hipoglicemiantes
,D005934,glucagon,D006728,hormônios
,D005947,glucose,D013549,edulcorantes
,D005976,glutaral,D004202,desinfetantes
,D005976,glutaral,D005404,fixadores
,D005990,glicerol,D003451,crioprotetores
,D005990,glicerol,D012997,solventes
,D005996,nitroglicerina,D014665,vasodilatadores
,D005998,glicina,D018684,glicinérgicos
,D006051,aurotioglucose,D018501,antirreumáticos
,D006096,gramicidina,D000900,antibacterianos
,D006118,griseofulvina,D000935,antifúngicos
,D006140,guaifenesina,D005100,expectorantes
,D006143,guanabenzo,D000959,anti-hipertensivos
,D006144,guanazol,D000970,antineoplásicos
,D006145,guanetidina,D000959,anti-hipertensivos
,D006145,guanetidina,D013565,simpatolíticos
,D006145,guanetidina,D018663,adrenérgicos
,D006206,halcinonida,D000893,anti-inflamatórios
,D006218,halofenato,D000960,hipolipemiantes
,D006218,halofenato,D014528,uricosúricos
,D006220,haloperidol,D000932,antieméticos
,D006220,haloperidol,D014150,antipsicóticos
,D006220,haloperidol,D018726,antidiscinéticos
,D006247,harmina,D006213,alucinógenos
,D006416,hematoxilina,D004396,corantes
,D006493,heparina,D000925,anticoagulantes
,D006493,heparina,D005343,fibrinolíticos
,D006496,heparinoides,D000893,anti-inflamatórios
,D006496,heparinoides,D000925,anticoagulantes
,D006531,hepes,D002021,tampões
,D006533,heptacloro,D007306,inseticidas
,D006590,hexitidina,D000935,antifúngicos
,D006592,hexobendina,D014665,vasodilatadores
,D006594,hexoprenalina,D001993,broncodilatadores
,D006594,hexoprenalina,D015149,tocolíticos
,D006604,hexilresorcinol,D000871,anti-helmínticos
,D006629,hirudina,D000991,antitrombinas
,D006629,hirudina,D005343,fibrinolíticos
,D006690,bisbenzimidazol,D005369,filaricidas
,D006697,holoturina,D011042,venenos
,D006697,holoturina,D018678,colinérgicos
,D006826,hicantone,D012556,esquistossomicidas
,D006830,hidralazina,D000959,anti-hipertensivos
,D006830,hidralazina,D014665,vasodilatadores
,D006852,hidroclorotiazida,D000959,anti-hipertensivos
,D006852,hidroclorotiazida,D004232,diuréticos
,D006853,hidrocodona,D000996,antitussígenos
,D006853,hidrocodona,D009294,entorpecentes
,D006854,hidrocortisona,D000893,anti-inflamatórios
,D006857,hidroflumetiazida,D000959,anti-hipertensivos
,D006857,hidroflumetiazida,D004232,diuréticos
,D006879,hidroxocobalamina,D006397,hematínicos
,D006886,hidroxicloroquina,D000962,antimaláricos
,D006886,hidroxicloroquina,D018501,antirreumáticos
,D006887,hidroxicolecalciferóis,D014815,vitaminas
,D006918,hidroxiureia,D000970,antineoplásicos
,D006918,hidroxiureia,D000986,antidrepanocíticos
,D006919,hidroxizina,D000982,antipruriginosos
,D007005,hipoglicinas,D011042,venenos
,D007050,ibogaína,D006213,alucinógenos
,D007065,idoxuridina,D000998,antivirais
,D007095,imidocarbo,D000981,antiprotozoários
,D007190,indapamida,D000959,anti-hipertensivos
,D007190,indapamida,D004232,diuréticos
,D007203,anil,D004396,corantes
,D007213,indometacina,D015149,tocolíticos
,D007217,indoramina,D000959,anti-hipertensivos
,D007328,insulina,D007004,hipoglicemiantes
,D007372,interferons,D000970,antineoplásicos
,D007372,interferons,D000998,antivirais
,D007376,interleucina-2,D000970,antineoplásicos
,D007455,iodo,D014131,oligoelementos
,D007460,iodoacetamida,D000477,alquilantes
,D007461,iodoacetatos,D000477,alquilantes
,D007466,iodóforos,D013501,tensoativos
,D007486,ipeca,D004639,eméticos
,D007490,iproniazida,D000928,antidepressivos
,D007491,ipronidazol,D000981,antiprotozoários
,D007501,ferro,D014131,oligoelementos
,D007520,isocarboxazida,D000928,antidepressivos
,D007528,isoetarina,D001993,broncodilatadores
,D007538,isoniazida,D000995,antituberculosos
,D007545,isoproterenol,D001993,broncodilatadores
,D007545,isoproterenol,D002316,cardiotônicos
,D007545,isoproterenol,D013566,simpatomiméticos
,D007556,isoxsuprina,D013566,simpatomiméticos
,D007556,isoxsuprina,D014665,vasodilatadores
,D007556,isoxsuprina,D015149,tocolíticos
,D007559,ivermectina,D000977,antiparasitários
,D007559,ivermectina,D007306,inseticidas
,D007609,calidina,D000959,anti-hipertensivos
,D007609,calidina,D014665,vasodilatadores
,D007610,calicreínas,D003029,coagulantes
,D007611,aprotinina,D006490,hemostáticos
,D007612,canamicina,D000900,antibacterianos
,D007616,caulim,D000930,antidiarreicos
,D007631,clordecona,D007306,inseticidas
,D007649,ci-581,D000700,analgésicos
,D007650,ketanserina,D000959,anti-hipertensivos
,D007654,cetoconazol,D000935,antifúngicos
,D007665,cetotifeno,D000982,antipruriginosos
,D007665,cetotifeno,D018926,antialérgicos
,D007666,quelina,D001993,broncodilatadores
,D007666,quelina,D014665,vasodilatadores
,D007741,labetalol,D000959,anti-hipertensivos
,D007741,labetalol,D013566,simpatomiméticos
,D007769,lactamas,D000900,antibacterianos
,D007781,lactoferrina,D000890,anti-infecciosos
,D007785,lactose,D013549,edulcorantes
,D007809,lanolina,D003358,cosméticos
,D007832,lasalocida,D000900,antibacterianos
,D007832,lasalocida,D003049,coccidiostáticos
,D007832,lasalocida,D007476,ionóforos
,D007912,lentinano,D000970,antineoplásicos
,D007933,leucomicinas,D000900,antibacterianos
,D007956,leucocidinas,D003603,citotoxinas
,D007978,levamisol,D000969,antinematódeos
,D007978,levamisol,D018501,antirreumáticos
,D007980,levodopa,D000978,antiparkinsonianos
,D007980,levodopa,D015259,dopaminérgicos
,D007981,levorfanol,D009294,entorpecentes
,D008012,lidocaína,D000889,antiarrítmicos
,D008013,lidoflazina,D014665,vasodilatadores
,D008034,lincomicina,D000900,antibacterianos
,D008044,linurona,D006540,herbicidas
,D008090,lisurida,D000978,antiparkinsonianos
,D008139,loperamida,D000930,antidiarreicos
,D008140,lorazepam,D000927,anticonvulsivantes
,D008140,lorazepam,D000932,antieméticos
,D008140,lorazepam,D014151,ansiolíticos
,D008148,lovastatina,D000924,anticolesterolemiantes
,D008152,loxapina,D014150,antipsicóticos
,D008154,lucantona,D012556,esquistossomicidas
,D008155,lucensomycin,D000900,antibacterianos
,D008155,lucensomycin,D000935,antifúngicos
,D008191,lixívia,D002424,cáusticos
,D008194,limeciclina,D000900,antibacterianos
,D008236,lipressina,D006490,hemostáticos
,D008236,lipressina,D014662,vasoconstritores
,D008236,lipressina,D050034,antidiuréticos
,D008272,mafenida,D000900,antibacterianos
,D008294,malation,D007306,inseticidas
,D008320,maltose,D013549,edulcorantes
,D008345,manganês,D014131,oligoelementos
,D008353,manitol,D013549,edulcorantes
,D008463,mebendazol,D000969,antinematódeos
,D008464,mecamilamina,D000959,anti-hipertensivos
,D008466,mecloretamina,D000477,alquilantes
,D008466,mecloretamina,D007509,irritantes
,D008468,histametizina,D000932,antieméticos
,D008468,histametizina,D018926,antialérgicos
,D008472,medazepam,D000927,anticonvulsivantes
,D008472,medazepam,D014151,ansiolíticos
,D008520,medigoxina,D000889,antiarrítmicos
,D008520,medigoxina,D002316,cardiotônicos
,D008529,mefrusida,D004232,diuréticos
,D008549,melarsoprol,D014344,tripanossomicidas
,D008550,melatonina,D000975,antioxidantes
,D008559,memantina,D000978,antiparkinsonianos
,D008559,memantina,D015259,dopaminérgicos
,D008610,mentol,D000982,antipruriginosos
,D008613,mepartricina,D000900,antibacterianos
,D008613,mepartricina,D000935,antifúngicos
,D008613,mepartricina,D000981,antiprotozoários
,D008614,meperidina,D009294,entorpecentes
,D008616,mefentermina,D013566,simpatomiméticos
,D008616,mefentermina,D014662,vasoconstritores
,D008617,mefenitoína,D000927,anticonvulsivantes
,D008618,mefobarbital,D000927,anticonvulsivantes
,D008620,meprobamato,D000927,anticonvulsivantes
,D008620,meprobamato,D014151,ansiolíticos
,D008621,meptazinol,D009294,entorpecentes
,D008635,mescalina,D006213,alucinógenos
,D008653,mesoridazina,D014150,antipsicóticos
,D008655,mesterolona,D045930,anabolizantes
,D008656,mestranol,D004967,estrogênios
,D008680,metaraminol,D013566,simpatomiméticos
,D008680,metaraminol,D014662,vasoconstritores
,D008687,metformina,D007004,hipoglicemiantes
,D008690,metaciclina,D000900,antibacterianos
,D008691,metadona,D000996,antitussígenos
,D008691,metadona,D009294,entorpecentes
,D008694,metanfetamina,D013566,simpatomiméticos
,D008694,metanfetamina,D015259,dopaminérgicos
,D008694,metanfetamina,D018663,adrenérgicos
,D008695,metandriol,D045930,anabolizantes
,D008696,metandrostenolona,D045930,anabolizantes
,D008701,metapirileno,D018926,antialérgicos
,D008704,metazolamida,D004232,diuréticos
,D008710,metenolona,D045930,anabolizantes
,D008712,meticilina,D000900,antibacterianos
,D008713,metimazol,D013956,antitireóideos
,D008714,metiocarb,D007306,inseticidas
,D008714,metiocarb,D008975,moluscocidas
,D008719,metiotepina,D014150,antipsicóticos
,D008720,metisazona,D000998,antivirais
,D008724,metomil,D007306,inseticidas
,D008727,metotrexato,D007166,imunossupressores
,D008727,metotrexato,D018501,antirreumáticos
,D008728,metotrimeprazina,D014150,antipsicóticos
,D008729,metoxamina,D013566,simpatomiméticos
,D008729,metoxamina,D014662,vasoconstritores
,D008731,metoxicloro,D007306,inseticidas
,D008736,meticlotiazida,D004232,diuréticos
,D008750,metildopa,D000959,anti-hipertensivos
,D008750,metildopa,D013565,simpatolíticos
,D008755,metilergonovina,D010120,ocitócicos
,D008770,metilnitrosoureia,D000477,alquilantes
,D008771,nordefrin,D014662,vasoconstritores
,D008775,metilprednisolona,D000893,anti-inflamatórios
,D008775,metilprednisolona,D000932,antieméticos
,D008775,metilprednisolona,D005938,glucocorticoides
,D008777,metiltestosterona,D045930,anabolizantes
,D008779,metiltiouracila,D013956,antitireóideos
,D008784,metisergida,D014662,vasoconstritores
,D008785,metiamida,D000897,antiulcerosos
,D008787,metoclopramida,D000932,antieméticos
,D008788,metolazona,D000959,anti-hipertensivos
,D008788,metolazona,D004232,diuréticos
,D008790,metoprolol,D000889,antiarrítmicos
,D008790,metoprolol,D000959,anti-hipertensivos
,D008790,metoprolol,D013565,simpatolíticos
,D008795,metronidazol,D000890,anti-infecciosos
,D008795,metronidazol,D000900,antibacterianos
,D008795,metronidazol,D000981,antiprotozoários
,D008797,metirapona,D000963,antimetabólitos
,D008799,mevinfós,D007306,inseticidas
,D008801,ko-1173,D000889,antiarrítmicos
,D008802,mezlocilina,D000900,antibacterianos
,D008825,miconazol,D000935,antifúngicos
,D008874,midazolam,D014151,ansiolíticos
,D008879,midodrina,D013566,simpatomiméticos
,D008879,midodrina,D014662,vasoconstritores
,D008911,minociclina,D000900,antibacterianos
,D008914,minoxidil,D000959,anti-hipertensivos
,D008914,minoxidil,D014665,vasodilatadores
,D008920,misonidazol,D000970,antineoplásicos
,D008920,misonidazol,D000981,antiprotozoários
,D008920,misonidazol,D011838,radiossensibilizantes
,D008935,mitoguazona,D000970,antineoplásicos
,D008942,mitoxantrona,D000700,analgésicos
,D008942,mitoxantrona,D000970,antineoplásicos
,D008965,melaço,D013549,edulcorantes
,D008972,molindona,D014150,antipsicóticos
,D008981,molsidomina,D014665,vasodilatadores
,D008982,molibdênio,D014131,oligoelementos
,D008985,monensin,D000935,antifúngicos
,D008985,monensin,D000981,antiprotozoários
,D008985,monensin,D003049,coccidiostáticos
,D008999,monocrotofós,D007306,inseticidas
,D008999,monocrotofós,D009153,mutagênicos
,D009012,mopidamol,D000970,antineoplásicos
,D009015,morantel,D000871,anti-helmínticos
,D009015,morantel,D000969,antinematódeos
,D009020,morfina,D009294,entorpecentes
,D009070,moxalactam,D000900,antibacterianos
,D009113,muramidase,D000890,anti-infecciosos
,D009116,muscarina,D010277,parassimpatomiméticos
,D009156,muzolimina,D000959,anti-hipertensivos
,D009156,muzolimina,D004232,diuréticos
,D009158,micobacilina,D000900,antibacterianos
,D009158,micobacilina,D000935,antifúngicos
,D009183,micotoxinas,D011042,venenos
,D009241,ipratrópio,D001993,broncodilatadores
,D009248,nadolol,D000889,antiarrítmicos
,D009248,nadolol,D000959,anti-hipertensivos
,D009248,nadolol,D013565,simpatolíticos
,D009254,nafcilina,D000900,antibacterianos
,D009255,nafenopina,D000960,hipolipemiantes
,D009257,nafronil,D014665,vasodilatadores
,D009267,naled,D007306,inseticidas
,D009267,naled,D056810,acaricidas
,D009277,nandrolona,D000728,androgênios
,D009277,nandrolona,D045930,anabolizantes
,D009328,nebramicina,D000900,antibacterianos
,D009353,zinostatina,D003603,citotoxinas
,D009355,neomicina,D000900,antibacterianos
,D009388,neostigmina,D010277,parassimpatomiméticos
,D009428,netilmicina,D000900,antibacterianos
,D009429,netropsina,D000900,antibacterianos
,D009429,netropsina,D000998,antivirais
,D009525,niacina,D000960,hipolipemiantes
,D009525,niacina,D014665,vasodilatadores
,D009526,nialamida,D000928,antidepressivos
,D009528,nicarbazina,D003049,coccidiostáticos
,D009529,nicardipino,D000959,anti-hipertensivos
,D009529,nicardipino,D014665,vasodilatadores
,D009530,nicergolina,D014665,vasodilatadores
,D009530,nicergolina,D018697,nootrópicos
,D009531,niceritrol,D000960,hipolipemiantes
,D009532,níquel,D014131,oligoelementos
,D009534,niclosamida,D000923,anticestoides
,D009534,niclosamida,D000969,antinematódeos
,D009534,niclosamida,D008975,moluscocidas
,D009543,nifedipino,D014665,vasodilatadores
,D009543,nifedipino,D015149,tocolíticos
,D009545,nifuratel,D000935,antifúngicos
,D009545,nifuratel,D000994,antitricômonas
,D009547,nifurtimox,D014344,tripanossomicidas
,D009550,nigericina,D000900,antibacterianos
,D009550,nigericina,D007476,ionóforos
,D009552,niquetamida,D003292,convulsivantes
,D009553,nimodipina,D000959,anti-hipertensivos
,D009553,nimodipina,D014665,vasodilatadores
,D009554,nimorazol,D000994,antitricômonas
,D009555,ninidrina,D011838,radiossensibilizantes
,D009560,niridazol,D000563,amebicidas
,D009560,niridazol,D012556,esquistossomicidas
,D009561,nisina,D000900,antibacterianos
,D009564,c-283,D000970,antineoplásicos
,D009567,nitrazepam,D000927,anticonvulsivantes
,D009567,nitrazepam,D014151,ansiolíticos
,D009568,nitrendipino,D000959,anti-hipertensivos
,D009568,nitrendipino,D014665,vasodilatadores
,D009582,nitrofurantoína,D000900,antibacterianos
,D009583,nitrofurazona,D000890,anti-infecciosos
,D009599,nitroprussiato,D000959,anti-hipertensivos
,D009599,nitroprussiato,D014665,vasodilatadores
,D009604,nitrosoguanidinas,D009153,mutagênicos
,D009605,nitrosometiluretano,D000477,alquilantes
,D009610,nitrovin,D000890,anti-infecciosos
,D009611,nitroxinila,D000980,antiplatelmínticos
,D009628,nonaclazina,D014665,vasodilatadores
,D009637,masoprocol,D000975,antioxidantes
,D009638,norepinefrina,D013566,simpatomiméticos
,D009638,norepinefrina,D014662,vasoconstritores
,D009639,noretandrolona,D045930,anabolizantes
,D009642,norfenfluramina,D018490,serotoninérgicos
,D009643,norfloxacino,D000900,antibacterianos
,D009655,octopamina,D014662,vasoconstritores
,D009665,noscapina,D000996,antitussígenos
,D009675,novobiocina,D000900,antibacterianos
,D009756,nilidrina,D013566,simpatomiméticos
,D009756,nilidrina,D014665,vasodilatadores
,D009756,nilidrina,D015149,tocolíticos
,D009761,nistatina,D000900,antibacterianos
,D009761,nistatina,D000935,antifúngicos
,D009761,nistatina,D007476,ionóforos
,D009762,o-aminoazotolueno,D004396,corantes
,D009764,o-ftalaldeído,D004202,desinfetantes
,D009793,ocratoxinas,D011042,venenos
,D009827,oleandomicina,D000900,antibacterianos
,D009840,oligomicinas,D000900,antibacterianos
,D009840,oligomicinas,D014475,desacopladores
,D009853,omeprazol,D000897,antiulcerosos
,D009892,omnopon,D000930,antidiarreicos
,D009892,omnopon,D000996,antitussígenos
,D009892,omnopon,D009294,entorpecentes
,D009921,metaproterenol,D001993,broncodilatadores
,D009921,metaproterenol,D013566,simpatomiméticos
,D009921,metaproterenol,D015149,tocolíticos
,D009950,ornidazol,D000563,amebicidas
,D009950,ornidazol,D000994,antitricômonas
,D009950,ornidazol,D011838,radiossensibilizantes
,D009951,ornipressina,D006490,hemostáticos
,D009951,ornipressina,D014662,vasoconstritores
,D009966,orfenadrina,D000978,antiparkinsonianos
,D009966,orfenadrina,D010276,parassimpatolíticos
,D010042,ouabaína,D002316,cardiotônicos
,D010068,oxacilina,D000900,antibacterianos
,D010073,oxamniquine,D012556,esquistossomicidas
,D010074,oxandrolona,D000728,androgênios
,D010074,oxandrolona,D045930,anabolizantes
,D010076,oxazepam,D014151,ansiolíticos
,D010096,oxprenolol,D000889,antiarrítmicos
,D010096,oxprenolol,D000959,anti-hipertensivos
,D010096,oxprenolol,D013565,simpatolíticos
,D010096,oxprenolol,D014151,ansiolíticos
,D010096,oxprenolol,D014665,vasodilatadores
,D010097,oxiclozanida,D000980,antiplatelmínticos
,D010098,oxicodona,D009294,entorpecentes
,D010099,oxifedrina,D002316,cardiotônicos
,D010099,oxifedrina,D014665,vasodilatadores
,D010109,oximetazolina,D013566,simpatomiméticos
,D010110,oximetolona,D000728,androgênios
,D010110,oximetolona,D045930,anabolizantes
,D010111,oximorfona,D009294,entorpecentes
,D010114,dioxifenilisatina,D002400,catárticos
,D010115,oxifenônio,D009184,midriáticos
,D010115,oxifenônio,D010276,parassimpatolíticos
,D010118,oxitetraciclina,D000900,antibacterianos
,D010119,oxitiamina,D000963,antimetabólitos
,D010121,ocitocina,D010120,ocitócicos
,D010128,p-aminoazobenzeno,D004396,corantes
,D010133,p-cloroanfetamina,D018490,serotoninérgicos
,D010136,p-hidroxianfetamina,D009184,midriáticos
,D010136,p-hidroxianfetamina,D013566,simpatomiméticos
,D010208,papaverina,D014665,vasodilatadores
